algo,net,n_rounds,K,C,iid,local_epochs,local_batchSize,learning_rate,metrics
FedAvg,cnn,200,100,0.1,True,1,10,0.1,"{'train_loss': [0.2272557459076246, 0.19947629755735397, 0.1751670943895976, 0.1638253067533175, 0.1595243032972018, 0.157214060207208, 0.15619379917780557, 0.1554883016546567, 0.153833561082681, 0.15372384150822954, 0.1539346489111582, 0.15313382677237192, 0.15233817956844964, 0.1524714411298434, 0.152193157573541, 0.15152607862154646, 0.15174702620506283, 0.1513242450555166, 0.15118387291828791, 0.15037650787830353, 0.15105137819051745, 0.15083958502610526, 0.1506803021232287, 0.15063980575402577, 0.15016769274075825, 0.15079539358615873, 0.1503835175037384, 0.15001085905234018, 0.14992223489284515, 0.14969053304195404, 0.14985568831364313, 0.14972102163235346, 0.14959007245302197, 0.14968866988023125, 0.14908635511000953, 0.1494695328871409, 0.1495693180759748, 0.14956540759404505, 0.14857458442449567, 0.14886426496505734, 0.14945139549175895, 0.14900969878832498, 0.14894498999913533, 0.14899936050176618, 0.14879108295838037, 0.14902759683132172, 0.14914121210575104, 0.14858768645922343, 0.14856684003273649, 0.14883205374081931, 0.14838258769114815, 0.1486521764198939, 0.14860711381832759, 0.14854419042666756, 0.1486215067903201, 0.1486383740703265, 0.14857808907826742, 0.14848930430412294, 0.14835639564196268, 0.14835460569461184, 0.14838512704769774, 0.14834461234013238, 0.14805442629257837, 0.14849546551704407, 0.1483792290091515, 0.1485731902917226, 0.148301507850488, 0.14820941539605456, 0.14799638032913207, 0.14813548551003136, 0.147919640481472, 0.1481412895520528, 0.14809758685032529, 0.14805790225664775, 0.14808675809701283, 0.1480315230488777, 0.14814309954643248, 0.1480117896000544, 0.14795320679744084, 0.14807284430662787, 0.14785751030842464, 0.1480673801700274, 0.1481571934223175, 0.1479009664853414, 0.1480297831296921, 0.147660786151886, 0.14774210939804716, 0.14772869859139123, 0.14795534974336624, 0.14745903358856838, 0.1478327334721883, 0.147803271094958, 0.1477743586699168, 0.147787233432134, 0.14761626942952474, 0.14756150313218436, 0.14756965116659798, 0.14761837412913642, 0.14749051481485365, 0.14777442671855293, 0.1476682995359103, 0.14750110034147898, 0.14764234646161398, 0.14758824249108632, 0.1476414680282275, 0.14754258277018864, 0.14715748743216195, 0.14731178822120033, 0.14762734134991962, 0.1478590049346288, 0.14761730476220447, 0.14773343672355016, 0.1474221767584483, 0.14742475640773772, 0.1473658864895503, 0.14747775657971698, 0.14762955137093864, 0.1473570020198822, 0.14733061635494232, 0.14720313568909965, 0.14717865814765296, 0.14738186234235764, 0.1474750959475835, 0.14746248962481817, 0.14755379567543664, 0.14715282144149144, 0.14726063656806945, 0.1473433176080386, 0.14739308845996854, 0.14725907574097313, 0.14717069538434346, 0.14760767982403436, 0.14708762355645497, 0.14754500381151833, 0.14724706200758614, 0.14724338581164678, 0.1474671621322632, 0.14708838949600858, 0.14728130094210307, 0.14713490372896193, 0.14744059614340463, 0.1473004340728124, 0.14752549330393475, 0.1471952788233757, 0.14732296437025066, 0.14739405681689577, 0.14739874279499052, 0.14725744609038036, 0.14701912381251653, 0.1472761718034744, 0.14717254525423049, 0.14745960974693295, 0.1470896175305049, 0.14704336736599605, 0.1470905551711718, 0.14698256562153497, 0.14692798233032225, 0.14700343608856203, 0.1471217463612556, 0.1469982637166977, 0.14682155648867287, 0.1473824236392975, 0.14723962750037511, 0.14731890932718913, 0.1471633477807045, 0.1470566016236941, 0.1470360854069392, 0.14682356375455857, 0.1469658710360527, 0.14706513450543085, 0.14671397795279822, 0.14708039279778798, 0.14709304416179655, 0.14713822374741234, 0.14732337454954786, 0.14719530876477557, 0.1468966024518013, 0.1471518473227819, 0.14720159902175267, 0.14687417465448377, 0.1471335567434629, 0.14709984972079593, 0.1470010332862536, 0.14700029663244882, 0.14707807230949405, 0.14669982413450877, 0.14693827929099404, 0.14674596840143203, 0.14676962276299793, 0.147019395172596, 0.1470039988954862, 0.1469258542060852, 0.14687466839949287, 0.14684202790260314, 0.14678059935569762, 0.14708513402938841, 0.14686624672015508, 0.14682678761084872, 0.14687587904930113, 0.1468014962275823], 'test_loss': [0.017271067571640014, 0.014126114451885224, 0.012595667457580567, 0.012323451101779938, 0.012124884390830993, 0.012082742035388946, 0.012001979959011078, 0.01196622326374054, 0.01194052358865738, 0.011914973521232605, 0.011912531983852387, 0.011886908018589019, 0.01185119731426239, 0.01184014300107956, 0.011832510316371917, 0.011821115684509277, 0.011813960683345795, 0.01180984079837799, 0.011788761162757873, 0.011784869527816773, 0.011779105532169341, 0.011770589458942413, 0.011760070991516113, 0.011760859262943268, 0.011748650908470154, 0.01173799295425415, 0.011745913541316986, 0.011736065375804901, 0.01172094645500183, 0.01172631472349167, 0.011734435629844666, 0.011720868825912476, 0.011714650058746338, 0.01171624573469162, 0.011709004068374634, 0.011705763649940491, 0.011709126079082489, 0.01170055400133133, 0.0117051100730896, 0.01169351315498352, 0.01169304130077362, 0.01168962161540985, 0.011689526653289794, 0.011690567517280578, 0.011683998954296112, 0.011685591661930084, 0.011677941370010375, 0.011683267533779145, 0.011681454086303712, 0.011678791046142578, 0.011678041541576386, 0.011673616647720337, 0.011677875363826752, 0.011674093556404114, 0.011678658831119538, 0.011680975389480592, 0.01166894348859787, 0.01167453327178955, 0.01166758118867874, 0.011665186202526092, 0.011670506846904755, 0.011666408348083496, 0.011665461814403534, 0.01166215888261795, 0.01166200338602066, 0.011659410870075226, 0.011658239650726319, 0.011658197474479675, 0.011655547416210174, 0.01165722564458847, 0.011661808812618255, 0.011651433849334716, 0.011651978683471679, 0.011659046363830566, 0.011660976183414459, 0.011651099002361297, 0.01164696204662323, 0.011648567640781402, 0.011651015758514405, 0.011650237953662872, 0.011647066915035248, 0.011650654172897339, 0.011645709049701691, 0.011646051800251007, 0.011646061551570892, 0.011640576469898224, 0.011639639699459076, 0.011641783726215363, 0.011642451798915864, 0.011642877054214478, 0.011643771696090698, 0.011645143473148345, 0.01164456958770752, 0.011639967727661132, 0.01163811515569687, 0.011640458917617797, 0.01163930207490921, 0.01163931416273117, 0.011636882829666137, 0.011637913870811463, 0.01163483213186264, 0.011636468923091888, 0.011636386990547181, 0.011644311511516571, 0.011635340583324433, 0.011636768162250519, 0.011636312520503999, 0.011633255207538605, 0.011635320484638214, 0.011633286547660828, 0.011633665084838866, 0.011630986166000366, 0.011632176661491394, 0.011633007740974427, 0.011638204610347747, 0.011631907069683076, 0.01163393691778183, 0.011633648180961608, 0.011629295706748963, 0.01163100403547287, 0.011627496349811554, 0.011628846454620362, 0.011630090069770813, 0.01162903287410736, 0.011628281271457671, 0.011627407693862914, 0.01162747323513031, 0.011626617908477783, 0.011629783821105957, 0.011627242946624755, 0.011628107678890229, 0.011625824296474456, 0.011625980401039123, 0.011627544558048248, 0.011625763297080994, 0.011624603617191314, 0.011626262307167054, 0.011623502802848816, 0.011625398159027099, 0.011623813259601592, 0.01162450807094574, 0.011625349807739258, 0.01162453612089157, 0.011624678361415864, 0.011620993208885193, 0.011623823583126068, 0.01162548565864563, 0.011629317164421081, 0.011626859498023986, 0.011625461220741273, 0.011623243749141693, 0.011628656435012817, 0.011623331308364869, 0.011624045860767365, 0.011625087988376618, 0.011622664654254914, 0.011623210728168487, 0.011622834491729737, 0.011620518636703492, 0.011622230553627015, 0.011622523784637451, 0.011622913897037505, 0.011623761868476868, 0.011624091243743896, 0.011624001920223236, 0.01162201702594757, 0.011621753323078155, 0.01161995370388031, 0.011620983743667603, 0.01162274476289749, 0.011622954285144807, 0.011622289657592773, 0.011621503043174743, 0.011622832190990449, 0.011621980512142182, 0.01162097189426422, 0.011620197796821594, 0.011619991064071656, 0.011621017050743103, 0.011620591986179351, 0.011620646655559539, 0.011618303894996643, 0.011618050980567932, 0.011618658220767976, 0.011618692076206208, 0.011617004883289338, 0.011617419040203095, 0.01161766881942749, 0.011618405556678773, 0.011618862044811249, 0.01161981498003006, 0.011619704282283783, 0.011619058573246003, 0.011619908654689788, 0.011618936824798583, 0.011617822337150573, 0.011618868589401246, 0.011619074773788452, 0.011619350242614747, 0.01161922563314438], 'test_acc': [0.4493, 0.6781, 0.9004, 0.9149, 0.9328, 0.9377, 0.9472, 0.9507, 0.952, 0.9551, 0.9561, 0.9573, 0.9626, 0.9641, 0.9649, 0.9665, 0.9666, 0.9678, 0.9708, 0.9705, 0.9714, 0.9717, 0.9726, 0.9732, 0.9754, 0.9772, 0.9755, 0.9772, 0.9782, 0.9778, 0.9764, 0.9789, 0.9786, 0.9787, 0.9795, 0.9798, 0.9793, 0.9802, 0.98, 0.9819, 0.9821, 0.9819, 0.982, 0.9817, 0.9833, 0.9821, 0.9837, 0.9825, 0.983, 0.9834, 0.9829, 0.9837, 0.9831, 0.9838, 0.9832, 0.9834, 0.9845, 0.9834, 0.9845, 0.9847, 0.9841, 0.985, 0.985, 0.9853, 0.9853, 0.9859, 0.9862, 0.9857, 0.986, 0.9861, 0.9849, 0.9868, 0.9867, 0.9858, 0.9851, 0.9869, 0.9867, 0.9871, 0.9863, 0.9869, 0.9865, 0.9869, 0.9871, 0.9881, 0.9872, 0.9886, 0.9885, 0.988, 0.9879, 0.9882, 0.9875, 0.9874, 0.9873, 0.9879, 0.988, 0.9874, 0.9881, 0.9877, 0.9882, 0.988, 0.9884, 0.9889, 0.9886, 0.9875, 0.9886, 0.9884, 0.9885, 0.9887, 0.988, 0.9892, 0.9891, 0.9896, 0.9892, 0.9892, 0.988, 0.9888, 0.9884, 0.9888, 0.9895, 0.9892, 0.99, 0.9899, 0.9891, 0.9895, 0.9896, 0.9895, 0.9896, 0.9899, 0.9895, 0.9892, 0.9899, 0.9901, 0.9899, 0.9895, 0.9898, 0.9897, 0.9892, 0.9899, 0.9897, 0.99, 0.9897, 0.9903, 0.9896, 0.9896, 0.9907, 0.9894, 0.99, 0.9889, 0.9899, 0.99, 0.99, 0.9891, 0.9899, 0.9903, 0.9901, 0.9905, 0.9898, 0.9904, 0.9907, 0.9901, 0.9898, 0.9903, 0.99, 0.9897, 0.9899, 0.9903, 0.9899, 0.9907, 0.9906, 0.9905, 0.9899, 0.9899, 0.9901, 0.9897, 0.99, 0.9899, 0.9906, 0.9905, 0.9901, 0.9904, 0.9902, 0.9907, 0.9907, 0.9905, 0.9903, 0.9913, 0.9907, 0.9908, 0.9903, 0.9907, 0.9901, 0.9907, 0.9906, 0.9904, 0.9909, 0.9909, 0.9903, 0.9907, 0.9904, 0.9902]}"
FedAvg,cnn,200,100,0.1,True,1,50,0.1,"{'train_loss': [0.04601630437374115, 0.04593043808142344, 0.04581561048825582, 0.04559028760592143, 0.045020927786827085, 0.043005196531613665, 0.04010130425294241, 0.038214275022347775, 0.036855816284815476, 0.03589384961128235, 0.035169816692670185, 0.034419179638226834, 0.03394067466259002, 0.033158797125021615, 0.03286960218350092, 0.03261222320795059, 0.03214767066637675, 0.03195000704129537, 0.03189825842777888, 0.03175772213935852, 0.03149749386310577, 0.03132441216707229, 0.031242188314596814, 0.031259843945503234, 0.031059838692347207, 0.03102063705523809, 0.03111719944079717, 0.031064286986986794, 0.030875797768433893, 0.03085602788130442, 0.030846115728219353, 0.03067921082178752, 0.030625122368335728, 0.030599239488442738, 0.030571455478668207, 0.03059346775213877, 0.030470834275086716, 0.03051694432894389, 0.030515042940775554, 0.030498153984546666, 0.03046097481250763, 0.03052931833267212, 0.030405166824658714, 0.030376598795255026, 0.03037505447864532, 0.0303914108077685, 0.030246989170710243, 0.03028739831844966, 0.030233955919742584, 0.030220709880193077, 0.030246098597844447, 0.030256600975990294, 0.030206184466679893, 0.030233947495619456, 0.03021159410476685, 0.030230440060297646, 0.030174050927162178, 0.03019287325938543, 0.03018556563059489, 0.03014917731285095, 0.03010876884063085, 0.030081709285577136, 0.030043580889701847, 0.03008715136845907, 0.030097685555617017, 0.030084835211435956, 0.03008754448095957, 0.03000338882207871, 0.030036883870760596, 0.029981189727783204, 0.029987665196259818, 0.029938607911268872, 0.03001427356402079, 0.029965756754080457, 0.029951392630736033, 0.02993208156029383, 0.029960061311721797, 0.02996865616242091, 0.030039498090744014, 0.029892571071783704, 0.029932886282602943, 0.030005933860937757, 0.029933967570463814, 0.029874540845553084, 0.029987601896127057, 0.02992369212706884, 0.02990424865484238, 0.029952385365962987, 0.0298543984691302, 0.029924096862475075, 0.02988284029563268, 0.029855765302975974, 0.0299062416156133, 0.029904579738775888, 0.029882882674535115, 0.029844396809736884, 0.029814448197682697, 0.029791122893492384, 0.02978250853220622, 0.029803438564141593, 0.029841215868790943, 0.029878008047739664, 0.029781736254692076, 0.02980284106731415, 0.029838398814201354, 0.02978703272342682, 0.029753483911355332, 0.02981923431158066, 0.029856328825155893, 0.029839452942212425, 0.02976920382181803, 0.029789728363355, 0.029759504973888396, 0.02980347067117691, 0.02981260414918264, 0.029795449097951253, 0.02978065645694733, 0.029764710485935215, 0.029720506409804025, 0.029784673710664115, 0.029812491536140445, 0.029726926306883495, 0.02980623636643092, 0.029795669595400486, 0.029704491515954334, 0.029759709199269607, 0.029735043843587237, 0.029707206626733144, 0.02974606472253799, 0.029723816553751625, 0.02966318609317144, 0.02976190630594889, 0.029732131481170654, 0.029682231187820436, 0.029678581833839413, 0.029689909736315412, 0.029730609615643822, 0.029686342219511663, 0.02974087319771449, 0.029708592017491663, 0.02969936031103134, 0.02966929930448532, 0.029793915549914042, 0.02972322803735733, 0.029746020972728732, 0.029632467528184252, 0.02962150251865387, 0.029705317119757334, 0.029691430111726126, 0.029668442646662397, 0.029659960369269055, 0.029726516803105667, 0.0296536009311676, 0.02968609074751536, 0.02968716194232305, 0.02971930110454559, 0.029679555733998626, 0.029621919751167302, 0.029693930804729464, 0.029619251767794293, 0.02965004249413808, 0.0296461185614268, 0.029595669209957126, 0.029669424692789714, 0.029642017523447677, 0.029598929564158123, 0.029660435458024343, 0.02962198317050934, 0.02966887948910395, 0.029726605077584584, 0.029638362209002178, 0.02966304433345795, 0.02964747724930445, 0.029623321831226353, 0.029604002892971038, 0.029571884870529176, 0.029600115001201632, 0.02962629612286886, 0.029581853628158572, 0.029628222942352296, 0.029620192786057785, 0.02958820847670237, 0.02965826334555944, 0.02959421324729919, 0.029620758632818857, 0.029614760518074035, 0.02961960820357005, 0.029601894319057465, 0.02960626687606176, 0.0295925722916921, 0.029604850530624387, 0.029581266522407536, 0.029620224555333457, 0.029567967474460603, 0.0296730783979098, 0.029612967371940607, 0.02961456551154455, 0.029566186388333644, 0.02963604501883189, 0.02960076328118642], 'test_loss': [0.018159298038482666, 0.01811883854866028, 0.018055957460403442, 0.017921976256370546, 0.017453887462615968, 0.01611006531715393, 0.01506856518983841, 0.01442858511209488, 0.014160007107257844, 0.01375371470451355, 0.013412618482112884, 0.013103041064739227, 0.013015936088562012, 0.012680545675754547, 0.012722616350650787, 0.012454499685764312, 0.012426974749565124, 0.012318940544128418, 0.012318106961250306, 0.012282719135284424, 0.012218434715270995, 0.012173390686511994, 0.012195540761947631, 0.012153513407707215, 0.012110925352573396, 0.012099501776695252, 0.012075376212596894, 0.012060692608356476, 0.012044377374649048, 0.012039116680622101, 0.01201501988172531, 0.012007746148109436, 0.012000248503684998, 0.01197791532278061, 0.011971143925189972, 0.011961664128303528, 0.01195161851644516, 0.011952238523960114, 0.011945444095134735, 0.011927922010421753, 0.01192236499786377, 0.01191952370405197, 0.011911708414554596, 0.011895515263080596, 0.011888436245918274, 0.011891848182678223, 0.01187693920135498, 0.011876730179786682, 0.011870456457138061, 0.011864359021186828, 0.011856802928447723, 0.011849386858940124, 0.011852336871623993, 0.011847870075702668, 0.011843398594856263, 0.011835506546497345, 0.011840239119529724, 0.011826450252532959, 0.011823766589164734, 0.011820841884613038, 0.011817939233779906, 0.011818550097942353, 0.011808289694786072, 0.011814846527576446, 0.011803676474094391, 0.01179903622865677, 0.011805344581604003, 0.011816456031799316, 0.011786954426765441, 0.011794579184055328, 0.011788903951644898, 0.011781196212768555, 0.011782200336456298, 0.011783862459659577, 0.011774235558509826, 0.011769249737262726, 0.011774010562896729, 0.01177704372406006, 0.0117656343460083, 0.01176925951242447, 0.011768588852882384, 0.011759419238567352, 0.011761072480678559, 0.011753955817222595, 0.011756634843349456, 0.011754035031795501, 0.011747683334350585, 0.011752176892757416, 0.011748123240470885, 0.011747385513782502, 0.011750829541683197, 0.011744350743293762, 0.011742662763595582, 0.011743155872821808, 0.011741084814071654, 0.01174119690656662, 0.011739850842952728, 0.011734433853626252, 0.011744755339622498, 0.011734499621391297, 0.011734601557254792, 0.011724050223827363, 0.011727370452880859, 0.011726806437969207, 0.011721112954616546, 0.011725187253952026, 0.011725813388824462, 0.011719961369037628, 0.011718980634212494, 0.011720359182357788, 0.011720183217525482, 0.011719801890850068, 0.011717722880840302, 0.011716730546951293, 0.011714434671401977, 0.011719658052921295, 0.011715025699138642, 0.011712011504173279, 0.011712454116344452, 0.011710563921928405, 0.011710640394687652, 0.011713235533237457, 0.011709983491897584, 0.011710561966896058, 0.011710736525058746, 0.011705744922161102, 0.011707135331630706, 0.011708587062358855, 0.011702065229415894, 0.011701929104328155, 0.011702626192569733, 0.011697637581825257, 0.011701998317241669, 0.011696808695793152, 0.011699438750743866, 0.011699009215831757, 0.011697641265392304, 0.011694174289703369, 0.011702274286746979, 0.011694756543636322, 0.011692971968650817, 0.011689088082313538, 0.011689670729637147, 0.011691141426563263, 0.011697693300247192, 0.01169009838104248, 0.01169234778881073, 0.011688306033611297, 0.011686113739013671, 0.011690296578407288, 0.011685072469711304, 0.011686049735546112, 0.01168524638414383, 0.011685576367378235, 0.011684696221351624, 0.011681715166568756, 0.011684851157665252, 0.011682884907722473, 0.01168363219499588, 0.011682945382595062, 0.011676201248168946, 0.011678805220127106, 0.01168377515077591, 0.0116808269739151, 0.011679536283016205, 0.01167837746143341, 0.011676459670066834, 0.011675672852993011, 0.01167436900138855, 0.011681054258346557, 0.011678728544712066, 0.011679744756221772, 0.011676291263103485, 0.01167420860528946, 0.011674109482765198, 0.01167801649570465, 0.011678136003017425, 0.01167535891532898, 0.011680676400661468, 0.011676981818675995, 0.011678042817115784, 0.011678183126449585, 0.011675180697441102, 0.011676188337802887, 0.011674112749099732, 0.011675187861919402, 0.011674956381320954, 0.01167276508808136, 0.011672542345523835, 0.011673829555511474, 0.011670096278190613, 0.011675744152069092, 0.011675311720371246, 0.011671173477172852, 0.011671386349201202, 0.011666093516349792, 0.011671032226085664, 0.011670160400867461, 0.011670435810089112, 0.011668191289901734], 'test_acc': [0.2349, 0.3342, 0.4594, 0.4874, 0.4889, 0.5214, 0.6175, 0.6734, 0.6844, 0.7385, 0.7864, 0.8298, 0.8316, 0.8808, 0.8711, 0.9057, 0.9049, 0.9174, 0.9153, 0.9188, 0.9264, 0.9315, 0.9282, 0.9321, 0.936, 0.9391, 0.9411, 0.9413, 0.9452, 0.9445, 0.9469, 0.9475, 0.9486, 0.9516, 0.9521, 0.9531, 0.9531, 0.9531, 0.9543, 0.9566, 0.9558, 0.9569, 0.9588, 0.9595, 0.9617, 0.9607, 0.9629, 0.9627, 0.9629, 0.9637, 0.9649, 0.9662, 0.9668, 0.9652, 0.9661, 0.9669, 0.9664, 0.9685, 0.9689, 0.9686, 0.9689, 0.9685, 0.97, 0.969, 0.9712, 0.9707, 0.9695, 0.9684, 0.9731, 0.9704, 0.9722, 0.973, 0.9724, 0.9727, 0.9739, 0.9741, 0.974, 0.9735, 0.9738, 0.9742, 0.9737, 0.9759, 0.9752, 0.9761, 0.9755, 0.9766, 0.9768, 0.9764, 0.9767, 0.9769, 0.9762, 0.9775, 0.9779, 0.9769, 0.9766, 0.9776, 0.9781, 0.9785, 0.9774, 0.9784, 0.978, 0.9794, 0.9785, 0.9794, 0.9798, 0.9787, 0.9785, 0.9797, 0.9798, 0.9795, 0.9793, 0.9793, 0.9793, 0.9798, 0.9803, 0.9789, 0.9796, 0.9805, 0.9812, 0.9809, 0.9808, 0.98, 0.9805, 0.9812, 0.9801, 0.981, 0.9803, 0.9809, 0.9812, 0.9814, 0.981, 0.9818, 0.9816, 0.9825, 0.9822, 0.9819, 0.9819, 0.9822, 0.9808, 0.9814, 0.9823, 0.9828, 0.9826, 0.9822, 0.9814, 0.9827, 0.9816, 0.983, 0.9831, 0.9831, 0.9838, 0.9838, 0.9835, 0.9836, 0.9837, 0.9838, 0.9836, 0.9841, 0.984, 0.9836, 0.9853, 0.9842, 0.9828, 0.9838, 0.9844, 0.9843, 0.9841, 0.9842, 0.9847, 0.9837, 0.9843, 0.9837, 0.9843, 0.984, 0.9848, 0.984, 0.9837, 0.9847, 0.9834, 0.9838, 0.9835, 0.9832, 0.9845, 0.9837, 0.9839, 0.9841, 0.9843, 0.9848, 0.9847, 0.9846, 0.9851, 0.984, 0.9841, 0.985, 0.9844, 0.9854, 0.9843, 0.9847, 0.9849, 0.9852]}"
